Models,Id,No_features,ROC,ROC_AUC,F1,Recall,Accuracy,Brier,Importance_type,Best_features
KNN 3,model_30,10,0.71,0.78,55.0,50.0,82.0,18.0,weight,"Rainfall,WindSpeed9am,WindSpeed3pm,Evaporation,WindGustSpeed,Sunshine,Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_56,10,0.7,0.78,55.0,50.0,82.0,18.0,cover,"Humidity9am,Pressure9am,MaxTemp,Cloud3pm,Rainfall,Evaporation,Cloud9am,WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_5,9,0.7,0.78,55.0,50.0,82.0,18.0,total_gain,"Evaporation,Cloud3pm,Humidity9am,Rainfall,MaxTemp,Sunshine,WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_18,9,0.71,0.78,55.0,50.0,82.0,18.0,total_cover,"WindSpeed3pm,Rainfall,Humidity9am,Evaporation,WindGustSpeed,MaxTemp,Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_31,9,0.7,0.78,55.0,50.0,82.0,18.0,weight,"WindSpeed9am,WindSpeed3pm,Evaporation,WindGustSpeed,Sunshine,Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_44,9,0.71,0.78,55.0,51.0,82.0,18.0,gain,"Humidity9am,month_sin,MaxTemp,Pressure9am,Cloud3pm,Rainfall,Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_6,8,0.7,0.78,55.0,50.0,81.0,19.0,total_gain,"Cloud3pm,Humidity9am,Rainfall,MaxTemp,Sunshine,WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_32,8,0.7,0.78,55.0,50.0,82.0,18.0,weight,"WindSpeed3pm,Evaporation,WindGustSpeed,Sunshine,Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_45,8,0.71,0.78,55.0,51.0,82.0,18.0,gain,"month_sin,MaxTemp,Pressure9am,Cloud3pm,Rainfall,Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_20,7,0.7,0.78,55.0,50.0,82.0,18.0,total_cover,"Humidity9am,Evaporation,WindGustSpeed,MaxTemp,Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_33,7,0.7,0.78,55.0,50.0,82.0,18.0,weight,"Evaporation,WindGustSpeed,Sunshine,Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_46,7,0.7,0.78,55.0,51.0,81.0,19.0,gain,"MaxTemp,Pressure9am,Cloud3pm,Rainfall,Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_19,8,0.7,0.77,55.0,50.0,81.0,19.0,total_cover,"Rainfall,Humidity9am,Evaporation,WindGustSpeed,MaxTemp,Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_58,8,0.7,0.77,55.0,49.0,81.0,19.0,cover,"MaxTemp,Cloud3pm,Rainfall,Evaporation,Cloud9am,WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_8,6,0.7,0.77,55.0,51.0,81.0,19.0,total_gain,"Rainfall,MaxTemp,Sunshine,WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_21,6,0.7,0.77,55.0,50.0,82.0,18.0,total_cover,"Evaporation,WindGustSpeed,MaxTemp,Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_34,6,0.7,0.77,55.0,51.0,81.0,19.0,weight,"WindGustSpeed,Sunshine,Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_7,7,0.7,0.77,54.0,50.0,81.0,19.0,total_gain,"Humidity9am,Rainfall,MaxTemp,Sunshine,WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_47,6,0.7,0.77,54.0,50.0,81.0,19.0,gain,"Pressure9am,Cloud3pm,Rainfall,Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_9,5,0.7,0.77,54.0,50.0,81.0,19.0,total_gain,"MaxTemp,Sunshine,WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_22,5,0.7,0.77,54.0,50.0,81.0,19.0,total_cover,"WindGustSpeed,MaxTemp,Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_59,7,0.69,0.76,53.0,48.0,81.0,19.0,cover,"Cloud3pm,Rainfall,Evaporation,Cloud9am,WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_35,5,0.69,0.76,53.0,48.0,81.0,19.0,weight,"Sunshine,Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_48,5,0.69,0.76,53.0,48.0,81.0,19.0,gain,"Cloud3pm,Rainfall,Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_23,4,0.69,0.76,53.0,49.0,80.0,20.0,total_cover,"MaxTemp,Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_62,4,0.69,0.75,53.0,48.0,81.0,19.0,cover,"Cloud9am,WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_10,4,0.69,0.76,52.0,48.0,80.0,20.0,total_gain,"Sunshine,WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_60,6,0.69,0.75,52.0,48.0,81.0,19.0,cover,"Rainfall,Evaporation,Cloud9am,WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_61,5,0.69,0.75,52.0,48.0,80.0,20.0,cover,"Evaporation,Cloud9am,WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_49,4,0.69,0.75,52.0,48.0,81.0,19.0,gain,"Rainfall,Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_50,3,0.68,0.75,51.0,46.0,80.0,20.0,gain,"Sunshine,WindGustSpeed,Humidity3pm"
KNN 3,model_63,3,0.68,0.75,51.0,46.0,80.0,20.0,cover,"WindGustSpeed,Humidity3pm,Sunshine"
KNN 3,model_36,4,0.68,0.74,51.0,46.0,80.0,20.0,weight,"Humidity9am,Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_11,3,0.68,0.74,51.0,46.0,80.0,20.0,total_gain,"WindGustSpeed,Pressure9am,Humidity3pm"
KNN 3,model_24,3,0.68,0.74,50.0,46.0,80.0,20.0,total_cover,"Sunshine,Pressure9am,Humidity3pm"
KNN 3,model_37,3,0.67,0.73,50.0,45.0,80.0,20.0,weight,"Humidity3pm,MaxTemp,Pressure9am"
KNN 3,model_12,2,0.67,0.72,49.0,44.0,80.0,20.0,total_gain,"Pressure9am,Humidity3pm"
KNN 3,model_25,2,0.67,0.72,49.0,44.0,80.0,20.0,total_cover,"Pressure9am,Humidity3pm"
KNN 3,model_51,2,0.66,0.72,48.0,42.0,79.0,21.0,gain,"WindGustSpeed,Humidity3pm"
KNN 3,model_64,2,0.66,0.71,48.0,42.0,79.0,21.0,cover,"Humidity3pm,Sunshine"
KNN 3,model_13,1,0.66,0.73,47.0,38.0,81.0,19.0,total_gain,Humidity3pm
KNN 3,model_26,1,0.66,0.73,47.0,38.0,81.0,19.0,total_cover,Humidity3pm
KNN 3,model_52,1,0.66,0.73,47.0,38.0,81.0,19.0,gain,Humidity3pm
KNN 3,model_38,2,0.57,0.62,32.0,28.0,74.0,26.0,weight,"MaxTemp,Pressure9am"
KNN 3,model_65,1,0.57,0.63,29.0,20.0,77.0,23.0,cover,Sunshine
KNN 3,model_39,1,0.55,0.57,28.0,24.0,72.0,28.0,weight,Pressure9am
